#<  mass                     float64
#<  body                     float64
#<  x                        float64
#<  y                        float64
#<  z                        float64
#<  vx                       float64
#<  vy                       float64
#<  vz                       float64
#<  rx                       float64
#<  ry                       float64
#<  rz                       float64
   32860.673135   0.000000   -13942.440000   -5450.640000   690.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   33087.612259   0.000000   -14609.400000   3265.980000   30.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34338.157184   0.000000   -596.832000   -2786.808000   180.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   35207.559454   0.000000   13703.670000   -6025.830000   330.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   31493.174864   0.000000   8084.760000   -4022.160000   150.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   32473.853034   0.000000   1928.322000   5108.160000   180.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   32495.133294   0.000000   1099.455000   301.332000   30.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34172.625904   0.000000   5209.980000   2080.416000   330.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   31371.653919   0.000000   58.998300   446.115000   1740.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   35238.150388   0.000000   2414.400000   991.347000   930.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   33658.827231   0.000000   1377.858000   2181.261000   270.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   32738.041571   0.000000   -558.003000   116.333400   330.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   33038.987207   0.000000   -7570.890000   -6654.900000   60.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   33883.070964   0.000000   5843.760000   -4701.090000   120.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   32648.248186   0.000000   -10387.920000   10779.240000   60.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   33697.669968   0.000000   6034.530000   -8592.690000   390.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34546.401236   0.000000   132.156000   859.905000   30.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   29847.985569   0.000000   1239.324000   672.441000   150.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34025.139954   0.000000   -2895.411000   3165.540000   390.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   33312.099438   0.000000   -2507.247000   -4198.320000   180.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   35040.287108   0.000000   -5077.680000   4447.410000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   36579.044128   0.000000   2129.889000   -21.608280   360.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   35209.230487   0.000000   1115.133000   -6322.410000   690.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   31980.689988   0.000000   -14672.850000   2967.891000   150.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34969.788357   0.000000   -2358.531000   3797.130000   150.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   32420.760819   0.000000   78.692400   -534.234000   600.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   32075.689017   0.000000   712.176000   499.707000   630.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34056.223595   0.000000   -9841.230000   -11280.570000   210.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34225.379812   0.000000   4358.490000   -671.979000   360.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   32494.168389   0.000000   4444.140000   3014.370000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   32516.374345   0.000000   1948.332000   1869.225000   360.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   35586.181282   0.000000   -3630.450000   -811.317000   270.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   31857.002866   0.000000   -4827.330000   -1906.071000   30.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   31892.515517   0.000000   4243.530000   -6864.210000   60.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34898.639138   0.000000   -3237.930000   636.990000   90.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   36453.518851   0.000000   -2630.373000   225.234600   180.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34563.155495   0.000000   2414.370000   471.615000   270.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   33829.521047   0.000000   -5385.510000   -395.247000   150.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34839.706223   0.000000   -14325.540000   -4345.140000   30.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   34585.302098   0.000000   -195.200100   3174.000000   270.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   30435.666952   0.000000   -13394.790000   -6684.330000   120.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   30119.538150   0.000000   -605.718000   -2198.070000   390.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   36513.325150   0.000000   -598.884000   -4126.770000   90.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   30510.865542   0.000000   3224.220000   7918.770000   210.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   32744.412469   0.000000   -146.014200   -105.260700   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
